INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted
Зоя посмотрела на мать и поняла, что на чужой беде счастья не построишь, и она была не права, убеждая старушку в этом.	мать	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39bb648b7249242a8b37	000271bf80--64ef36290308d50982a5a94e	000271bf80--64ef39bb648b7249242a8b37	000271bf80--64ef39bb648b7249242a8b30	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:44:43.791	2023-08-30T12:45:14.396	2023-08-30T12:45:14.396
Мадонна уволила свою инструкторшу, потому что ее раздражал ее парень.	Мадонна	ее парень	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39bb648b7249242a8b37	000271bf80--64ef36132409351a10c5f652	000271bf80--64ef39bb648b7249242a8b37	000271bf80--64ef39bb648b7249242a8b30	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:44:43.791	2023-08-30T12:45:14.396	2023-08-30T12:45:14.396
Птицам было приказано петь песни, чтобы их голоса услаждали слух императора.	Птицам	их	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef36280308d50982a5a8ca	000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef39be11fcd81de5cc39a5	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:44:46.106	2023-08-30T12:45:19.142	2023-08-30T12:45:19.142
Я использовал ветошь, чтобы протереть пилу. Потом я ее положил на верстак.	пилу	ее	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef36132409351a10c5f656	000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef39be11fcd81de5cc39a5	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:44:46.106	2023-08-30T12:45:19.142	2023-08-30T12:45:19.142
Мистер Тейлор был человеком с неуверенным характером и предпочитал думать, что Дэвид был просто неотесанный чурбан, и что любые проекты, которые он начинал, были просто еще одним доказательством его врожденного идиотизма.	Дэвид	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef36260308d50982a5a78e	000271bf80--64ef39be11fcd81de5cc39a9	000271bf80--64ef39be11fcd81de5cc39a5	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:44:46.106	2023-08-30T12:45:19.142	2023-08-30T12:45:19.142
Исследования посвящены трем видам рыб, которые недавно были найдены в Индийском океане. Они появились два года назад.	Исследования	Они	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef36132409351a10c5f65a	000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef39bf8cabf13b41f89bb7	0721e1c2c26dadaab288419dc8434494	APPROVED	2023-08-30T12:44:47.777	2023-08-30T12:45:44.488	2023-08-30T12:45:44.488
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Салли	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef36280308d50982a5a8d6	000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef39bf8cabf13b41f89bb7	0721e1c2c26dadaab288419dc8434494	APPROVED	2023-08-30T12:44:47.777	2023-08-30T12:45:44.488	2023-08-30T12:45:44.488
В бальном зале у Мюриэль висит знаменитая картина кисти Сесиль д'Арбле с балериной, которой жмет ее туфелька.	балериной	ее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef36270308d50982a5a85c	000271bf80--64ef39bf8cabf13b41f89bbc	000271bf80--64ef39bf8cabf13b41f89bb7	0721e1c2c26dadaab288419dc8434494	APPROVED	2023-08-30T12:44:47.777	2023-08-30T12:45:44.488	2023-08-30T12:45:44.488
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	true	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef39c011fcd81de5cc3a62	9ded4703247063aae6ad37159ccc8b41	APPROVED	2023-08-30T12:44:48.994	2023-08-30T12:45:44.843	2023-08-30T12:45:44.843
Птицам было приказано петь песни, чтобы их голоса услаждали слух императора.	Птицам	их	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef36280308d50982a5a8ca	000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef39c011fcd81de5cc3a62	9ded4703247063aae6ad37159ccc8b41	APPROVED	2023-08-30T12:44:48.994	2023-08-30T12:45:44.843	2023-08-30T12:45:44.843
Зоя посмотрела на мать и поняла, что на чужой беде счастья не построишь, и она была не права, убеждая старушку в этом.	мать	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef36290308d50982a5a94e	000271bf80--64ef39c011fcd81de5cc3a65	000271bf80--64ef39c011fcd81de5cc3a62	9ded4703247063aae6ad37159ccc8b41	APPROVED	2023-08-30T12:44:48.994	2023-08-30T12:45:44.843	2023-08-30T12:45:44.843
Женя постучала в дверь Даше, но никто не отозвался. Она расстроилась.	Женя	Она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef36132409351a10c5f65c	000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef39c2fd2be161870f6f00	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:44:50.303	2023-08-30T12:45:11.439	2023-08-30T12:45:11.439
Молния ударила в сосну. Она расколола ствол до основания.	Молния	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef36290308d50982a5a95a	000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef39c2fd2be161870f6f00	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:44:50.303	2023-08-30T12:45:11.439	2023-08-30T12:45:11.439
Птицам было приказано петь песни, чтобы их голоса услаждали слух императора.	Птицам	их	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef36280308d50982a5a8ca	000271bf80--64ef39c2fd2be161870f6f02	000271bf80--64ef39c2fd2be161870f6f00	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:44:50.303	2023-08-30T12:45:11.439	2023-08-30T12:45:11.439
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef39c32b730f4b1a5dea4d	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:44:51.420	2023-08-30T12:45:26.162	2023-08-30T12:45:26.162
В бальном зале у Мюриэль висит знаменитая картина кисти Сесиль д'Арбле с балериной, которой жмет ее туфелька.	балериной	ее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef36270308d50982a5a85c	000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef39c32b730f4b1a5dea4d	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:44:51.420	2023-08-30T12:45:26.162	2023-08-30T12:45:26.162
Эдвард постарался быстро и аккуратно оторвать скотч от подоконника, но на него все же налипло немного клея.	скотч	на него	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef36270308d50982a5a880	000271bf80--64ef39c32b730f4b1a5dea50	000271bf80--64ef39c32b730f4b1a5dea4d	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:44:51.420	2023-08-30T12:45:26.162	2023-08-30T12:45:26.162
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Марк	издевались над ним	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef36260308d50982a5a795	000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef39c3aaabce428735d230	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:44:51.447	2023-08-30T12:45:46.246	2023-08-30T12:45:46.246
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef39c3aaabce428735d230	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:44:51.447	2023-08-30T12:45:46.246	2023-08-30T12:45:46.246
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Салли	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef36280308d50982a5a8d6	000271bf80--64ef39c3aaabce428735d233	000271bf80--64ef39c3aaabce428735d230	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:44:51.447	2023-08-30T12:45:46.246	2023-08-30T12:45:46.246
Птицам было приказано петь песни, чтобы их голоса услаждали слух императора.	Птицам	их	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef36280308d50982a5a8ca	000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef39c6894bcc257296b1c6	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:44:54.922	2023-08-30T12:46:42.385	2023-08-30T12:46:42.385
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef39c6894bcc257296b1c6	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:44:54.922	2023-08-30T12:46:42.385	2023-08-30T12:46:42.385
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	клубы	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef36260308d50982a5a742	000271bf80--64ef39c6894bcc257296b1c8	000271bf80--64ef39c6894bcc257296b1c6	2768c5e21b99cd4a1ac047651687fa88	APPROVED	2023-08-30T12:44:54.922	2023-08-30T12:46:42.385	2023-08-30T12:46:42.385
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Ревущие звуки	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef36260308d50982a5a745	000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef39c6fd2be161870f6fc0	f2d1db0826a2bbf4460e00d0cb04ad96	APPROVED	2023-08-30T12:44:54.840	2023-08-30T12:45:50.111	2023-08-30T12:45:50.111
Зоя посмотрела на мать и поняла, что на чужой беде счастья не построишь, и она была не права, убеждая старушку в этом.	мать	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef36290308d50982a5a94e	000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef39c6fd2be161870f6fc0	f2d1db0826a2bbf4460e00d0cb04ad96	APPROVED	2023-08-30T12:44:54.840	2023-08-30T12:45:50.111	2023-08-30T12:45:50.111
Пит завидует Мартину, потому что он добился многого.	Мартину	он добился	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef36132409351a10c5f662	000271bf80--64ef39c6fd2be161870f6fc2	000271bf80--64ef39c6fd2be161870f6fc0	f2d1db0826a2bbf4460e00d0cb04ad96	APPROVED	2023-08-30T12:44:54.840	2023-08-30T12:45:50.111	2023-08-30T12:45:50.111
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef39c76d429a13b4bbed57	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-08-30T12:44:56.045	2023-08-30T12:46:28.016	2023-08-30T12:46:28.016
Эдвард постарался быстро и аккуратно оторвать скотч от подоконника, но на него все же налипло немного клея.	скотч	на него	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef36270308d50982a5a880	000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef39c76d429a13b4bbed57	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-08-30T12:44:56.045	2023-08-30T12:46:28.016	2023-08-30T12:46:28.016
Зоя посмотрела на мать и поняла, что на чужой беде счастья не построишь, и она была не права, убеждая старушку в этом.	мать	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef36290308d50982a5a94e	000271bf80--64ef39c86d429a13b4bbed59	000271bf80--64ef39c76d429a13b4bbed57	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-08-30T12:44:56.045	2023-08-30T12:46:28.016	2023-08-30T12:46:28.016
Зоя посмотрела на мать и поняла, что на чужой беде счастья не построишь, и она была не права, убеждая старушку в этом.	мать	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef36290308d50982a5a94e	000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef39ca8cabf13b41f89e59	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:58.450	2023-08-30T12:45:35.214	2023-08-30T12:45:35.214
Я использовал ветошь, чтобы протереть пилу. Потом я ее положил на верстак.	пилу	ее	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef36132409351a10c5f656	000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef39ca8cabf13b41f89e59	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:58.450	2023-08-30T12:45:35.214	2023-08-30T12:45:35.214
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Блейзе	Он боялся	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef36270308d50982a5a892	000271bf80--64ef39ca8cabf13b41f89e5c	000271bf80--64ef39ca8cabf13b41f89e59	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:58.450	2023-08-30T12:45:35.214	2023-08-30T12:45:35.214
У Мюриэль не было иного выхода, кроме как указать Элине на дверь, она как раз была в конце коридора.	дверь	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef36270308d50982a5a8a6	000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef39cca72cf018a32c0c0c	4f4f4e3e797e0a0238af5c8bd9e34b60	APPROVED	2023-08-30T12:45:00.297	2023-08-30T12:45:44.599	2023-08-30T12:45:44.599
Шерил вздрогнула и спряталась от ветра за спину лейтенанта, но он ещё долго играл её волосами и пытался сорвать и унести вдаль её косынку.	лейтенанта	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef36290308d50982a5a93e	000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef39cca72cf018a32c0c0c	4f4f4e3e797e0a0238af5c8bd9e34b60	APPROVED	2023-08-30T12:45:00.297	2023-08-30T12:45:44.599	2023-08-30T12:45:44.599
Джим накричал на Кевина потому, что он был расстроен.	Кевина	он был расстроен	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef36132409351a10c5f650	000271bf80--64ef39cca72cf018a32c0c0e	000271bf80--64ef39cca72cf018a32c0c0c	4f4f4e3e797e0a0238af5c8bd9e34b60	APPROVED	2023-08-30T12:45:00.297	2023-08-30T12:45:44.599	2023-08-30T12:45:44.599
Многие начинали читать книги Пола и не могли оторваться. Они были так захвачены потому, что Пол так хорошо пишет.	Многие	Они	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef36132409351a10c5f64a	000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef39ce648b7249242a9018	4b4b6a6d1038f1590921cab0025ccbe4	APPROVED	2023-08-30T12:45:02.444	2023-08-30T12:46:35.644	2023-08-30T12:46:35.644
У Мюриэль не было иного выхода, кроме как указать Элине на дверь, она как раз была в конце коридора.	дверь	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef36270308d50982a5a8a6	000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef39ce648b7249242a9018	4b4b6a6d1038f1590921cab0025ccbe4	APPROVED	2023-08-30T12:45:02.444	2023-08-30T12:46:35.644	2023-08-30T12:46:35.644
Эдвард постарался быстро и аккуратно оторвать скотч от подоконника, но на него все же налипло немного клея.	скотч	на него	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef36270308d50982a5a880	000271bf80--64ef39ce648b7249242a901c	000271bf80--64ef39ce648b7249242a9018	4b4b6a6d1038f1590921cab0025ccbe4	APPROVED	2023-08-30T12:45:02.444	2023-08-30T12:46:35.644	2023-08-30T12:46:35.644
Мэри предложила Салли билеты в театр, потому что ей пришлось работать поздно вечером.	Салли	ей	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef36270308d50982a5a844	000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef39cf04083e58c099e3b9	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:45:03.528	2023-08-30T12:46:21.315	2023-08-30T12:46:21.315
В бальном зале у Мюриэль висит знаменитая картина кисти Сесиль д'Арбле с балериной, которой жмет ее туфелька.	балериной	ее	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef36270308d50982a5a85c	000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef39cf04083e58c099e3b9	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:45:03.528	2023-08-30T12:46:21.315	2023-08-30T12:46:21.315
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef39cf04083e58c099e3c1	000271bf80--64ef39cf04083e58c099e3b9	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:45:03.528	2023-08-30T12:46:21.315	2023-08-30T12:46:21.315
Мистер Тейлор был человеком с неуверенным характером и предпочитал думать, что Дэвид был просто неотесанный чурбан, и что любые проекты, которые он начинал, были просто еще одним доказательством его врожденного идиотизма.	Дэвид	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef36260308d50982a5a78e	000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef39cf2b730f4b1a5dec8c	f4517b0e7088a96b209d84d4cc09811e	APPROVED	2023-08-30T12:45:03.606	2023-08-30T12:45:52.237	2023-08-30T12:45:52.237
Элис отчаянно пыталась не дать своей дочери болтать на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef36132409351a10c5f64e	000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef39cf2b730f4b1a5dec8c	f4517b0e7088a96b209d84d4cc09811e	APPROVED	2023-08-30T12:45:03.606	2023-08-30T12:45:52.237	2023-08-30T12:45:52.237
Шерил вздрогнула и спряталась от ветра за спину лейтенанта, но он ещё долго играл её волосами и пытался сорвать и унести вдаль её косынку.	лейтенанта	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef36290308d50982a5a93e	000271bf80--64ef39cf2b730f4b1a5dec8e	000271bf80--64ef39cf2b730f4b1a5dec8c	f4517b0e7088a96b209d84d4cc09811e	APPROVED	2023-08-30T12:45:03.606	2023-08-30T12:45:52.237	2023-08-30T12:45:52.237
В бальном зале у Мюриэль висит знаменитая картина кисти Сесиль д'Арбле с балериной, которой жмет ее туфелька.	балериной	ее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef36270308d50982a5a85c	000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef39cf648b7249242a9045	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:45:03.819	2023-08-30T12:46:27.667	2023-08-30T12:46:27.667
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef39cf648b7249242a9045	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:45:03.819	2023-08-30T12:46:27.667	2023-08-30T12:46:27.667
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Блейзе	Он боялся	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef36270308d50982a5a892	000271bf80--64ef39cf648b7249242a9047	000271bf80--64ef39cf648b7249242a9045	5505b74c62b61586d78afef01f3b765f	APPROVED	2023-08-30T12:45:03.819	2023-08-30T12:46:27.667	2023-08-30T12:46:27.667
Боб заплатил за обучение Чарльза в университете. Он был очень щедр.	Боб	Он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef36132409351a10c5f66d	000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef39cfaaabce428735d4e2	6cb672100e7b610bd3dd2167de951a48	APPROVED	2023-08-30T12:45:03.497	2023-08-30T12:46:41.884	2023-08-30T12:46:41.884
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Марк	издевались над ним	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef36260308d50982a5a795	000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef39cfaaabce428735d4e2	6cb672100e7b610bd3dd2167de951a48	APPROVED	2023-08-30T12:45:03.497	2023-08-30T12:46:41.884	2023-08-30T12:46:41.884
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Салли	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef36280308d50982a5a8d6	000271bf80--64ef39cfaaabce428735d4fa	000271bf80--64ef39cfaaabce428735d4e2	6cb672100e7b610bd3dd2167de951a48	APPROVED	2023-08-30T12:45:03.497	2023-08-30T12:46:41.884	2023-08-30T12:46:41.884
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	true	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39d004083e58c099e419	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef39d004083e58c099e419	000271bf80--64ef39d004083e58c099e40f	ecf7ec8a4962423fd689a335a16afa70	APPROVED	2023-08-30T12:45:04.861	2023-08-30T12:47:38.407	2023-08-30T12:47:38.407
Мэри впустила Салли в дом, потому что она пожалела её накануне, стоило пожалеть и теперь.	Мэри	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39d004083e58c099e419	000271bf80--64ef36280308d50982a5a8dc	000271bf80--64ef39d004083e58c099e419	000271bf80--64ef39d004083e58c099e40f	ecf7ec8a4962423fd689a335a16afa70	APPROVED	2023-08-30T12:45:04.861	2023-08-30T12:47:38.407	2023-08-30T12:47:38.407
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Марк	издевались над ним	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39d004083e58c099e419	000271bf80--64ef36260308d50982a5a795	000271bf80--64ef39d004083e58c099e419	000271bf80--64ef39d004083e58c099e40f	ecf7ec8a4962423fd689a335a16afa70	APPROVED	2023-08-30T12:45:04.861	2023-08-30T12:47:38.407	2023-08-30T12:47:38.407
Шерил вздрогнула и спряталась от ветра за спину лейтенанта, но он ещё долго играл её волосами и пытался сорвать и унести вдаль её косынку.	лейтенанта	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef36290308d50982a5a93e	000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef39cf648b7249242a904d	01405b13adb1ccc674c2ad5f6f32f75b	APPROVED	2023-08-30T12:45:04.014	2023-08-30T12:46:01.604	2023-08-30T12:46:01.604
Марк полностью ушел в заботу о Блейзе, белом коне. Он боялся, что конюхи в конюшнях Берлингтона били его и издевались над ним, потому что он был робким, поэтому он взял кормление и уход за животным на себя.	Марк	издевались над ним	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef36260308d50982a5a795	000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef39cf648b7249242a904d	01405b13adb1ccc674c2ad5f6f32f75b	APPROVED	2023-08-30T12:45:04.014	2023-08-30T12:46:01.604	2023-08-30T12:46:01.604
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef39d0648b7249242a9051	000271bf80--64ef39cf648b7249242a904d	01405b13adb1ccc674c2ad5f6f32f75b	APPROVED	2023-08-30T12:45:04.014	2023-08-30T12:46:01.604	2023-08-30T12:46:01.604
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39d0648b7249242a9068	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef39d0648b7249242a9068	000271bf80--64ef39d0648b7249242a9065	e76e6be096a07ff4e509b9634b1d0826	APPROVED	2023-08-30T12:45:04.475	2023-08-30T12:45:52.606	2023-08-30T12:45:52.606
