INPUT:idx	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:fluent	GOLDEN:fluent	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
760	Ему на Россию всеравно, простые люди для него никто	1289	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652e27943d958b5081845d16	00027db7ff--652c796c5dae053080c942e1	00027db7ff--652e27943d958b5081845d16	00027db7ff--652e27943d958b5081845d14	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:20:04.983	2023-10-17T06:20:27.845	2023-10-17T06:20:27.845	0.0300000000
527	лучше бы в баню с женою сходил или с девушкой жаркой	1551	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27943d958b5081845d16	00027db7ff--652c796b5dae053080c94108	00027db7ff--652e27943d958b5081845d16	00027db7ff--652e27943d958b5081845d14	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:20:04.983	2023-10-17T06:20:27.845	2023-10-17T06:20:27.845	0.0300000000
743	Она живёт за счёт отца, и ещё что-то возмущается.	1385	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652c796c5dae053080c942bf	00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652e27aedc4efa5497586e26	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:20:30.154	2023-10-17T06:20:50.738	2023-10-17T06:20:50.738	0.0300000000
71	и доебывал ее до тех пор пока она сука не взвыла, методов много..	11	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652c78f64f14b96d9b218d41	00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652e27aedc4efa5497586e26	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:20:30.154	2023-10-17T06:20:50.738	2023-10-17T06:20:50.738	0.0300000000
354	Вы меня достали,если вы не удалите это,томя сейчас напишу модераторам и они сами это удалят	460	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652c796a5dae053080c93fac	00027db7ff--652e27aedc4efa5497586e2b	00027db7ff--652e27aedc4efa5497586e26	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:20:30.154	2023-10-17T06:20:50.738	2023-10-17T06:20:50.738	0.0300000000
30	ебанная турция, а нашим чё там сука бриллиантами намазано ебланы фу сука придурки8oi	227	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e27b2292e897121366a25	00027db7ff--652c78f64f14b96d9b218cd4	00027db7ff--652e27b2292e897121366a25	00027db7ff--652e27b2292e897121366a1f	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:20:34.170	2023-10-17T06:21:44.256	2023-10-17T06:21:44.256	0.0300000000
760	Ему на Россию всеравно, простые люди для него никто	1289	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652e27b2292e897121366a25	00027db7ff--652c796c5dae053080c942e1	00027db7ff--652e27b2292e897121366a25	00027db7ff--652e27b2292e897121366a1f	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:20:34.170	2023-10-17T06:21:44.256	2023-10-17T06:21:44.256	0.0300000000
527	лучше бы в баню с женою сходил или с девушкой жаркой	1551	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27b2292e897121366a25	00027db7ff--652c796b5dae053080c94108	00027db7ff--652e27b2292e897121366a25	00027db7ff--652e27b2292e897121366a1f	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:20:34.170	2023-10-17T06:21:44.256	2023-10-17T06:21:44.256	0.0300000000
638	Лень готовить, кашки кастрюлю сварил, на неделю хватит)	1692	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27d030948756f64189f3	00027db7ff--652c796b5dae053080c941ec	00027db7ff--652e27d030948756f64189f3	00027db7ff--652e27d030948756f64189f1	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:04.177	2023-10-17T06:21:28.262	2023-10-17T06:21:28.262	0.0300000000
67	Дебил Коноплеводство зарубил Хрущ как и многие хорошие вещи	53	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e27d030948756f64189f3	00027db7ff--652c78f64f14b96d9b218d39	00027db7ff--652e27d030948756f64189f3	00027db7ff--652e27d030948756f64189f1	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:04.177	2023-10-17T06:21:28.262	2023-10-17T06:21:28.262	0.0300000000
384	Канада пристанище украинцев, не удивительно ,что они Россию недолюбливают.	820	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27d030948756f64189f3	00027db7ff--652c796a5dae053080c93fe8	00027db7ff--652e27d030948756f64189f3	00027db7ff--652e27d030948756f64189f1	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:04.177	2023-10-17T06:21:28.262	2023-10-17T06:21:28.262	0.0300000000
318	Чё смотришь	848	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27eac0918449075d9f12	00027db7ff--652c796a5dae053080c93f64	00027db7ff--652e27eac0918449075d9f12	00027db7ff--652e27eac0918449075d9eff	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:30.815	2023-10-17T06:21:41.875	2023-10-17T06:21:41.875	0.0300000000
42	Ты, бля, не мороси, служил, али как?	0	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e27eac0918449075d9f12	00027db7ff--652c78f64f14b96d9b218cec	00027db7ff--652e27eac0918449075d9f12	00027db7ff--652e27eac0918449075d9eff	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:30.815	2023-10-17T06:21:41.875	2023-10-17T06:21:41.875	0.0300000000
554	что это было и на каком основании? кто этот человек?	2636	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27eac0918449075d9f12	00027db7ff--652c796b5dae053080c9413e	00027db7ff--652e27eac0918449075d9f12	00027db7ff--652e27eac0918449075d9eff	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:30.815	2023-10-17T06:21:41.875	2023-10-17T06:21:41.875	0.0300000000
383	А вы бедные сидите дома ,в окошко выглядывайте	313	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652c796a5dae053080c93fe6	00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652e27f735bd575be8ee3cd2	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:44.171	2023-10-17T06:22:08.129	2023-10-17T06:22:08.129	0.0300000000
14	Хватит мыслить шаблонами и приписывать левакам свои фантазии в стиле ыыыы атнять и паделить	182	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652c78f64f14b96d9b218cb4	00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652e27f735bd575be8ee3cd2	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:44.171	2023-10-17T06:22:08.129	2023-10-17T06:22:08.129	0.0300000000
444	самое ужасное, когда при очевидном, срыва -нольном деянии, начинает обманывать	267	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652c796a5dae053080c94061	00027db7ff--652e27f835bd575be8ee3ce2	00027db7ff--652e27f735bd575be8ee3cd2	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:21:44.171	2023-10-17T06:22:08.129	2023-10-17T06:22:08.129	0.0300000000
21	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	473	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652c78f64f14b96d9b218cc2	00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652e27f9e48198293f89ccf7	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:21:45.736	2023-10-17T06:22:35.692	2023-10-17T06:22:35.692	0.0300000000
743	Она живёт за счёт отца, и ещё что-то возмущается.	1385	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652c796c5dae053080c942bf	00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652e27f9e48198293f89ccf7	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:21:45.736	2023-10-17T06:22:35.692	2023-10-17T06:22:35.692	0.0300000000
328	правительство ругать, чтобы ввели госты	1171	no				https://platform.toloka.ai/task/41793535/00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652c796a5dae053080c93f78	00027db7ff--652e27f9e48198293f89ccfa	00027db7ff--652e27f9e48198293f89ccf7	de4d2eee1a109782b7757ef201559f01	APPROVED	2023-10-17T06:21:45.736	2023-10-17T06:22:35.692	2023-10-17T06:22:35.692	0.0300000000
733	Плохая власть. плохие законы	534	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28053d958b5081847205	00027db7ff--652c796c5dae053080c942ab	00027db7ff--652e28053d958b5081847205	00027db7ff--652e28053d958b50818471fe	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:21:57.915	2023-10-17T06:22:13.187	2023-10-17T06:22:13.187	0.0320000000
21	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	473	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e28053d958b5081847205	00027db7ff--652c78f64f14b96d9b218cc2	00027db7ff--652e28053d958b5081847205	00027db7ff--652e28053d958b50818471fe	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:21:57.915	2023-10-17T06:22:13.187	2023-10-17T06:22:13.187	0.0320000000
554	что это было и на каком основании? кто этот человек?	2636	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28053d958b5081847205	00027db7ff--652c796b5dae053080c9413e	00027db7ff--652e28053d958b5081847205	00027db7ff--652e28053d958b50818471fe	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:21:57.915	2023-10-17T06:22:13.187	2023-10-17T06:22:13.187	0.0320000000
27	Бросьте эту старую проститутку и записывайте нормальное виднюео уже	410	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e281235bd575be8ee417c	00027db7ff--652c78f64f14b96d9b218cce	00027db7ff--652e281235bd575be8ee417c	00027db7ff--652e281235bd575be8ee4176	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:10.437	2023-10-17T06:22:23.282	2023-10-17T06:22:23.282	0.0300000000
666	Да небось в танки гонял, вот и разозлился.	1496	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e281235bd575be8ee417c	00027db7ff--652c796b5dae053080c94224	00027db7ff--652e281235bd575be8ee417c	00027db7ff--652e281235bd575be8ee4176	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:10.437	2023-10-17T06:22:23.282	2023-10-17T06:22:23.282	0.0300000000
65	Плохие люди.	1080	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e281235bd575be8ee417c	00027db7ff--652c79685dae053080c93d67	00027db7ff--652e281235bd575be8ee417c	00027db7ff--652e281235bd575be8ee4176	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:10.437	2023-10-17T06:22:23.282	2023-10-17T06:22:23.282	0.0300000000
159	Хорошее у вас детство было. Я к классу седьмому еле велосипед нажил а они уже на явах катались	2253	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28164e0f486310edb160	00027db7ff--652c79695dae053080c93e24	00027db7ff--652e28164e0f486310edb160	00027db7ff--652e28164e0f486310edb15e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:22:14.725	2023-10-17T06:24:06.076	2023-10-17T06:24:06.076	0.0300000000
27	Бросьте эту старую проститутку и записывайте нормальное виднюео уже	410	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e28164e0f486310edb160	00027db7ff--652c78f64f14b96d9b218cce	00027db7ff--652e28164e0f486310edb160	00027db7ff--652e28164e0f486310edb15e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:22:14.725	2023-10-17T06:24:06.076	2023-10-17T06:24:06.076	0.0300000000
743	Она живёт за счёт отца, и ещё что-то возмущается.	1385	partly				https://platform.toloka.ai/task/41793535/00027db7ff--652e28164e0f486310edb160	00027db7ff--652c796c5dae053080c942bf	00027db7ff--652e28164e0f486310edb160	00027db7ff--652e28164e0f486310edb15e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:22:14.725	2023-10-17T06:24:06.076	2023-10-17T06:24:06.076	0.0300000000
47	нашим дизайнерам с ирбита по рукам дать	35	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652c78f64f14b96d9b218cf6	00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652e2821cb8a3979fe92116a	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:25.429	2023-10-17T06:22:38.968	2023-10-17T06:22:38.968	0.0300000000
764	Вам бы её, тогда бы посмотрели как вы будете улыбаться	2534	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652c796c5dae053080c942e9	00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652e2821cb8a3979fe92116a	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:25.429	2023-10-17T06:22:38.968	2023-10-17T06:22:38.968	0.0300000000
81	пустота все это, нас большинство и мы за поправки и путина	1592	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652c79685dae053080c93d87	00027db7ff--652e2821cb8a3979fe92116d	00027db7ff--652e2821cb8a3979fe92116a	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:25.429	2023-10-17T06:22:38.968	2023-10-17T06:22:38.968	0.0300000000
12	если бы не мараторий, то стрелять таких уродов..	474	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e283135bd575be8ee4755	00027db7ff--652c78f64f14b96d9b218cb0	00027db7ff--652e283135bd575be8ee4755	00027db7ff--652e283135bd575be8ee4751	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:41.247	2023-10-17T06:22:56.343	2023-10-17T06:22:56.343	0.0300000000
670	Ты опять о себе?	1117	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e283135bd575be8ee4755	00027db7ff--652c796b5dae053080c9422c	00027db7ff--652e283135bd575be8ee4755	00027db7ff--652e283135bd575be8ee4751	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:41.247	2023-10-17T06:22:56.343	2023-10-17T06:22:56.343	0.0300000000
483	слепит дешевые китайские фирмы, а у фирменных свет мягкий неоновый. на этом бампере висит целое состояние	1914	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e283135bd575be8ee4755	00027db7ff--652c796a5dae053080c940af	00027db7ff--652e283135bd575be8ee4755	00027db7ff--652e283135bd575be8ee4751	10f45759727b74c7b526c32a0473ad7f	APPROVED	2023-10-17T06:22:41.247	2023-10-17T06:22:56.343	2023-10-17T06:22:56.343	0.0300000000
586	потому что у нас такая власть и много людей , которые её поддерживает	230	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28871666f82620531960	00027db7ff--652c796b5dae053080c9417e	00027db7ff--652e28871666f82620531960	00027db7ff--652e28871666f8262053195e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:07.474	2023-10-17T06:24:15.655	2023-10-17T06:24:15.655	0.0300000000
328	правительство ругать, чтобы ввели госты	1171	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28871666f82620531960	00027db7ff--652c796a5dae053080c93f78	00027db7ff--652e28871666f82620531960	00027db7ff--652e28871666f8262053195e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:07.474	2023-10-17T06:24:15.655	2023-10-17T06:24:15.655	0.0300000000
40	Зачем такую жену и тещу?	358	fluent	no			https://platform.toloka.ai/task/41793535/00027db7ff--652e28871666f82620531960	00027db7ff--652c78f64f14b96d9b218ce8	00027db7ff--652e28871666f82620531960	00027db7ff--652e28871666f8262053195e	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:07.474	2023-10-17T06:24:15.655	2023-10-17T06:24:15.655	0.0300000000
551	да он здоровый  . и самое главное, что бог его не наказывает.	181	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28911666f82620531af8	00027db7ff--652c796b5dae053080c94138	00027db7ff--652e28911666f82620531af8	00027db7ff--652e28911666f82620531af5	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:17.857	2023-10-17T06:24:25.499	2023-10-17T06:24:25.499	0.0300000000
51	сразу видно незнающие жизни!	205	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e28911666f82620531af8	00027db7ff--652c78f64f14b96d9b218d01	00027db7ff--652e28911666f82620531af8	00027db7ff--652e28911666f82620531af5	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:17.857	2023-10-17T06:24:25.499	2023-10-17T06:24:25.499	0.0300000000
383	А вы бедные сидите дома ,в окошко выглядывайте	313	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e28911666f82620531af8	00027db7ff--652c796a5dae053080c93fe6	00027db7ff--652e28911666f82620531af8	00027db7ff--652e28911666f82620531af5	f8f242f354bebc7e5d97ffade5827a14	APPROVED	2023-10-17T06:24:17.857	2023-10-17T06:24:25.499	2023-10-17T06:24:25.499	0.0300000000
55	на кол,на кол всех посадить:-d﻿	239	no	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652c78f64f14b96d9b218d10	00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652e2aae292e89712136fca6	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:33:18.498	2023-10-17T06:37:00.112	2023-10-17T06:37:00.112	0.0320000000
384	Канада пристанище украинцев, не удивительно ,что они Россию недолюбливают.	820	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652c796a5dae053080c93fe8	00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652e2aae292e89712136fca6	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:33:18.498	2023-10-17T06:37:00.112	2023-10-17T06:37:00.112	0.0320000000
485	Люди ведут себя безответственно	1783	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652c796a5dae053080c940b3	00027db7ff--652e2aae292e89712136fcaa	00027db7ff--652e2aae292e89712136fca6	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:33:18.498	2023-10-17T06:37:00.112	2023-10-17T06:37:00.112	0.0320000000
301	Левада может адекватно такой объём анализировать, другим такие технологии не доступны	572	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652c796a5dae053080c93f42	00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652e2b9107597050bcd4d048	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:37:05.765	2023-10-17T06:39:39.682	2023-10-17T06:39:39.682	0.0300000000
554	что это было и на каком основании? кто этот человек?	2636	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652c796b5dae053080c9413e	00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652e2b9107597050bcd4d048	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:37:05.765	2023-10-17T06:39:39.682	2023-10-17T06:39:39.682	0.0300000000
31	эй вы..шавки которые меня называют...путиноидом..вам блядям ситуация с беларусью не о чем не говорит?а??	85	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652c78f64f14b96d9b218cd6	00027db7ff--652e2b9107597050bcd4d04f	00027db7ff--652e2b9107597050bcd4d048	f6969f8605985e38cbcd339f3e4b9fef	APPROVED	2023-10-17T06:37:05.765	2023-10-17T06:39:39.682	2023-10-17T06:39:39.682	0.0300000000
69	Тебя не волнует где я учусь и нечего оскорблять меня, ты ничем не лучше меня	306	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652c78f64f14b96d9b218d3d	00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652e2bb143053127f3532ab0	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:37:37.306	2023-10-17T06:38:06.125	2023-10-17T06:38:06.125	0.0300000000
301	Левада может адекватно такой объём анализировать, другим такие технологии не доступны	572	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652c796a5dae053080c93f42	00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652e2bb143053127f3532ab0	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:37:37.306	2023-10-17T06:38:06.125	2023-10-17T06:38:06.125	0.0300000000
237	Лишь бы машинам их ним и им было хорошо,а там трава не рости	436	no				https://platform.toloka.ai/task/41793535/00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652c79695dae053080c93ec1	00027db7ff--652e2bb143053127f3532ab5	00027db7ff--652e2bb143053127f3532ab0	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:37:37.306	2023-10-17T06:38:06.125	2023-10-17T06:38:06.125	0.0300000000
328	правительство ругать, чтобы ввели госты	1171	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2bd03d958b5081852327	00027db7ff--652c796a5dae053080c93f78	00027db7ff--652e2bd03d958b5081852327	00027db7ff--652e2bd03d958b5081852325	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:08.460	2023-10-17T06:38:31.231	2023-10-17T06:38:31.231	0.0300000000
25	неее так ? да похер что и как .люди вышли, на улицы	438	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e2bd03d958b5081852327	00027db7ff--652c78f64f14b96d9b218cca	00027db7ff--652e2bd03d958b5081852327	00027db7ff--652e2bd03d958b5081852325	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:08.460	2023-10-17T06:38:31.231	2023-10-17T06:38:31.231	0.0300000000
572	Предлагаю разобраться с ними.	2123	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2bd03d958b5081852327	00027db7ff--652c796b5dae053080c94162	00027db7ff--652e2bd03d958b5081852327	00027db7ff--652e2bd03d958b5081852325	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:08.460	2023-10-17T06:38:31.231	2023-10-17T06:38:31.231	0.0300000000
743	Она живёт за счёт отца, и ещё что-то возмущается.	1385	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652c796c5dae053080c942bf	00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652e2be9d595cd3b249d86f9	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:33.309	2023-10-17T06:39:05.375	2023-10-17T06:39:05.375	0.0300000000
483	слепит дешевые китайские фирмы, а у фирменных свет мягкий неоновый. на этом бампере висит целое состояние	1914	no				https://platform.toloka.ai/task/41793535/00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652c796a5dae053080c940af	00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652e2be9d595cd3b249d86f9	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:33.309	2023-10-17T06:39:05.375	2023-10-17T06:39:05.375	0.0300000000
14	Хватит мыслить шаблонами и приписывать левакам свои фантазии в стиле ыыыы атнять и паделить	182	no	partly			https://platform.toloka.ai/task/41793535/00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652c78f64f14b96d9b218cb4	00027db7ff--652e2be9d595cd3b249d86fe	00027db7ff--652e2be9d595cd3b249d86f9	fa34737dd91b4e602fd51982ec007bac	APPROVED	2023-10-17T06:38:33.309	2023-10-17T06:39:05.375	2023-10-17T06:39:05.375	0.0300000000
743	Она живёт за счёт отца, и ещё что-то возмущается.	1385	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652c796c5dae053080c942bf	00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652e2c99dc4efa5497594e37	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:41:29.918	2023-10-17T06:42:51.175	2023-10-17T06:42:51.175	0.0320000000
70	Интересно как же будут переобуваться лукошенкинские? Вот посмотрим тогда что они петь будут?	407	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652c78f64f14b96d9b218d3f	00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652e2c99dc4efa5497594e37	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:41:29.918	2023-10-17T06:42:51.175	2023-10-17T06:42:51.175	0.0320000000
586	потому что у нас такая власть и много людей , которые её поддерживает	230	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652c796b5dae053080c9417e	00027db7ff--652e2c99dc4efa5497594e3c	00027db7ff--652e2c99dc4efa5497594e37	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:41:29.918	2023-10-17T06:42:51.175	2023-10-17T06:42:51.175	0.0320000000
159	Хорошее у вас детство было. Я к классу седьмому еле велосипед нажил а они уже на явах катались	2253	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652c79695dae053080c93e24	00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652e2cef4e0f486310ee8492	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:42:55.687	2023-10-17T06:43:28.028	2023-10-17T06:43:28.028	0.0320000000
318	Чё смотришь	848	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652c796a5dae053080c93f64	00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652e2cef4e0f486310ee8492	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:42:55.687	2023-10-17T06:43:28.028	2023-10-17T06:43:28.028	0.0320000000
50	Ты думаешь один спешишь, а пистолет в задницу себе затолкай	307	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652c78f64f14b96d9b218cfe	00027db7ff--652e2cef4e0f486310ee8495	00027db7ff--652e2cef4e0f486310ee8492	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:42:55.687	2023-10-17T06:43:28.028	2023-10-17T06:43:28.028	0.0320000000
384	Канада пристанище украинцев, не удивительно ,что они Россию недолюбливают.	820	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--652e2d12d595cd3b249db98f	00027db7ff--652c796a5dae053080c93fe8	00027db7ff--652e2d12d595cd3b249db98f	00027db7ff--652e2d12d595cd3b249db98d	1aa301f6671b16ca59232119ae7323eb	APPROVED	2023-10-17T06:43:30.395	2023-10-17T06:44:25.454	2023-10-17T06:44:25.454	0.0320000000
