INPUT:idx	INPUT:toxic_comment	INPUT:task1_suite_id	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:is_match	GOLDEN:is_match	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
524	почему ты простое хамло называешь художником?	1	Почему вы называете его художником?	604	true				https://platform.toloka.ai/task/41793355/00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652c72bea8ebdc7126d242d9	00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652cfc68ab3da57ae56607b9	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:03:36.546	2023-10-16T09:04:06.496	2023-10-16T09:04:06.496	0.0300000000
221	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	1	До сих пор шрам на лбу от столба, понаставят на тратуарах!	586	true				https://platform.toloka.ai/task/41793355/00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652c72bca8ebdc7126d24030	00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652cfc68ab3da57ae56607b9	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:03:36.546	2023-10-16T09:04:06.496	2023-10-16T09:04:06.496	0.0300000000
26	все бухают, но не все же пидарасы!?!?	control	все пьют, но не все же гомосексуалисты	438	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652c722467632923dd5e679a	00027db74b--652cfc68ab3da57ae56607c0	00027db74b--652cfc68ab3da57ae56607b9	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:03:36.546	2023-10-16T09:04:06.496	2023-10-16T09:04:06.496	0.0300000000
323	Дебил Коноплеводство зарубил Хрущ как и многие хорошие вещи	1	Хрущев коноплеволство запретил как многие другие вещи	320	true				https://platform.toloka.ai/task/41793355/00027db74b--652cfc8867632923dd7f27c8	00027db74b--652c72bca8ebdc7126d2410e	00027db74b--652cfc8867632923dd7f27c8	00027db74b--652cfc8867632923dd7f27c3	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:04:08.088	2023-10-16T09:04:33.383	2023-10-16T09:04:33.383	0.0300000000
527	дебил.лучше бы в баню с женою сходил или с девушкой жаркой	1	лучше бы в баню с женою сходил или с девушкой жаркой	494	true				https://platform.toloka.ai/task/41793355/00027db74b--652cfc8867632923dd7f27c8	00027db74b--652c72bea8ebdc7126d242e0	00027db74b--652cfc8867632923dd7f27c8	00027db74b--652cfc8867632923dd7f27c3	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:04:08.088	2023-10-16T09:04:33.383	2023-10-16T09:04:33.383	0.0300000000
36	и пидаров дописать нужно было.	control	и гомосексуалов дописать нужно было.	946	true	false			https://platform.toloka.ai/task/41793355/00027db74b--652cfc8867632923dd7f27c8	00027db74b--652c722467632923dd5e67af	00027db74b--652cfc8867632923dd7f27c8	00027db74b--652cfc8867632923dd7f27c3	0003352530ba476fd6e17f388fc3abc1	APPROVED	2023-10-16T09:04:08.088	2023-10-16T09:04:33.383	2023-10-16T09:04:33.383	0.0300000000
22	вдв лучше не трогать потом пиздец как больно будет и не один батальон мусоров в щепки разлетиться!!!	control	С вдв летчше не конфликтовать.даже полиция не по может!	655	true	false			https://platform.toloka.ai/task/41793355/00027db74b--652d03096a94cb302670b5f6	00027db74b--652c722467632923dd5e678f	00027db74b--652d03096a94cb302670b5f6	00027db74b--652d03086a94cb302670b5f0	777a76c833da08c4ee7918ab14641264	APPROVED	2023-10-16T09:31:53.286	2023-10-16T09:32:46.566	2023-10-16T09:32:46.566	0.0300000000
70	я тебя за 10 рублей в сраку трахал и ты у меня хуй сосала.	1	у нас был анальный секс за 10 рублей и ты делала минет	481	true				https://platform.toloka.ai/task/41793355/00027db74b--652d03096a94cb302670b5f6	00027db74b--652c72baa8ebdc7126d23ec6	00027db74b--652d03096a94cb302670b5f6	00027db74b--652d03086a94cb302670b5f0	777a76c833da08c4ee7918ab14641264	APPROVED	2023-10-16T09:31:53.286	2023-10-16T09:32:46.566	2023-10-16T09:32:46.566	0.0300000000
630	это же пиздец какой то.	1	Это же ужас какой-то.	790	true				https://platform.toloka.ai/task/41793355/00027db74b--652d03096a94cb302670b5f6	00027db74b--652c72bfa8ebdc7126d243cf	00027db74b--652d03096a94cb302670b5f6	00027db74b--652d03086a94cb302670b5f0	777a76c833da08c4ee7918ab14641264	APPROVED	2023-10-16T09:31:53.286	2023-10-16T09:32:46.566	2023-10-16T09:32:46.566	0.0300000000
502	ты че так отзывешься. пидор что ли	1	Ты чего так отзываешься?	576	false				https://platform.toloka.ai/task/41793355/00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652c72bea8ebdc7126d242a8	00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652d0a86fd53d71b21991bce	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:03:50.436	2023-10-16T10:04:43.642	2023-10-16T10:04:43.642	0.0300000000
6	в какой сибири.я сибиряк нет тут нечего.автор ублюдок пиздабол.	control	В какой сибири? Я - сибиряк, нет тут ничего. Автор не прав	449	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652c722467632923dd5e676a	00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652d0a86fd53d71b21991bce	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:03:50.436	2023-10-16T10:04:43.642	2023-10-16T10:04:43.642	0.0300000000
486	Вы правда считаете, что быдлокодер вашего софта на ПК и генно-кодер это один и тот же человек?	1	Вы правда считаете, что кодер вашего софта на ПК и генно-кодер это один и тот же человек?	931	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652c72bda8ebdc7126d2427c	00027db74b--652d0a86fd53d71b21991bd1	00027db74b--652d0a86fd53d71b21991bce	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:03:50.436	2023-10-16T10:04:43.642	2023-10-16T10:04:43.642	0.0300000000
30	да, я за путина... и это тебе не хуем в ноздре ковырять... шакал...	control	Да, я за Путина... и это тебе просто так...	11	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652c722467632923dd5e67a2	00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652d0ad26379453ce31fb64d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:07.802	2023-10-16T10:05:50.252	2023-10-16T10:05:50.252	0.0300000000
221	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	1	До сих пор шрам на лбу от столба, понаставят на тратуарах!	586	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652c72bca8ebdc7126d24030	00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652d0ad26379453ce31fb64d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:07.802	2023-10-16T10:05:50.252	2023-10-16T10:05:50.252	0.0300000000
476	ну и хуйня дешевая.лучше блять с детьми мульт смотреть лунтика)))	1	Ну и ерунда дешевая лучше с детьми мульт смотреть лунтика	411	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652c72bda8ebdc7126d24268	00027db74b--652d0ad36379453ce31fb6ac	00027db74b--652d0ad26379453ce31fb64d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:07.802	2023-10-16T10:05:50.252	2023-10-16T10:05:50.252	0.0300000000
436	вы хотите зеленского, шута гребанного, тупого?	1	Вы хотите Зеленского	960	false				https://platform.toloka.ai/task/41793355/00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652c72bda8ebdc7126d24215	00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652d0b00a8ebdc7126f41f76	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:52.579	2023-10-16T10:06:33.747	2023-10-16T10:06:33.747	0.0300000000
395	это что за пидораст мужики на уху рыбы поймать не могут	1	Это что за чудак, мужики на уху рыбы поймать не могут	4	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652c72bda8ebdc7126d241a3	00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652d0b00a8ebdc7126f41f76	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:52.579	2023-10-16T10:06:33.747	2023-10-16T10:06:33.747	0.0300000000
34	жир трест.да разве могут они с такими харями работать????	control	Человек с большими формами.	421	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652c722467632923dd5e67aa	00027db74b--652d0b00a8ebdc7126f41f78	00027db74b--652d0b00a8ebdc7126f41f76	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:05:52.579	2023-10-16T10:06:33.747	2023-10-16T10:06:33.747	0.0300000000
34	жир трест.да разве могут они с такими харями работать????	control	Человек с большими формами.	421	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652c722467632923dd5e67aa	00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652d0b14ab3da57ae569c6af	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:06:13.080	2023-10-16T10:06:55.665	2023-10-16T10:06:55.665	0.0320000000
476	ну и хуйня дешевая.лучше блять с детьми мульт смотреть лунтика)))	1	Ну и ерунда дешевая лучше с детьми мульт смотреть лунтика	411	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652c72bda8ebdc7126d24268	00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652d0b14ab3da57ae569c6af	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:06:13.080	2023-10-16T10:06:55.665	2023-10-16T10:06:55.665	0.0320000000
193	на хуй он нужен дровалет	1	Зачем он нужен	108	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652c72bba8ebdc7126d23feb	00027db74b--652d0b15ab3da57ae569c6b7	00027db74b--652d0b14ab3da57ae569c6af	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:06:13.080	2023-10-16T10:06:55.665	2023-10-16T10:06:55.665	0.0320000000
551	да он сука здоровый как тварь . и самое главное, что бог его не наказывает.	1	да он здоровый  . и самое главное, что бог его не наказывает.	111	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b2b67632923dd82a741	00027db74b--652c72bea8ebdc7126d24314	00027db74b--652d0b2b67632923dd82a741	00027db74b--652d0b2b67632923dd82a73d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:06:35.472	2023-10-16T10:07:17.967	2023-10-16T10:07:17.967	0.0300000000
379	какие российские наемники? думай мразь когда пишешь	1	Какие российские наемники? Думай когда пишешь	833	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b2b67632923dd82a741	00027db74b--652c72bda8ebdc7126d24182	00027db74b--652d0b2b67632923dd82a741	00027db74b--652d0b2b67632923dd82a73d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:06:35.472	2023-10-16T10:07:17.967	2023-10-16T10:07:17.967	0.0300000000
16	Да кому нужна твоя страница и пд? Пост бредовой паранои	control	Никому твоя страница не нужна.	863	false	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0b2b67632923dd82a741	00027db74b--652c722467632923dd5e6781	00027db74b--652d0b2b67632923dd82a741	00027db74b--652d0b2b67632923dd82a73d	e5ad67ccbe71e746e1067f7e7c6b8750	APPROVED	2023-10-16T10:06:35.472	2023-10-16T10:07:17.967	2023-10-16T10:07:17.967	0.0300000000
395	это что за пидораст мужики на уху рыбы поймать не могут	1	Это что за чудак, мужики на уху рыбы поймать не могут	4	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b4dab3da57ae569d882	00027db74b--652c72bda8ebdc7126d241a3	00027db74b--652d0b4dab3da57ae569d882	00027db74b--652d0b4dab3da57ae569d87c	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:09.643	2023-10-16T10:07:34.187	2023-10-16T10:07:34.187	0.0320000000
17	да конченный таракан..просто заебал всех этот долбанный колхозник	control	Всем надоел этот колхозник	767	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0b4dab3da57ae569d882	00027db74b--652c722467632923dd5e6783	00027db74b--652d0b4dab3da57ae569d882	00027db74b--652d0b4dab3da57ae569d87c	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:09.643	2023-10-16T10:07:34.187	2023-10-16T10:07:34.187	0.0320000000
589	ярославичи у вас завелась свинья. которая вас позорит	1	ярославичи,вас кто-то позорит	539	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b4dab3da57ae569d882	00027db74b--652c72bea8ebdc7126d24366	00027db74b--652d0b4dab3da57ae569d882	00027db74b--652d0b4dab3da57ae569d87c	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:09.643	2023-10-16T10:07:34.187	2023-10-16T10:07:34.187	0.0320000000
552	я не понял? так они что блядь герои чтоли?че за херню вы пихаете людям?большой минус	1	Я не понял? Так они что герои что-ли? Че за фигню вы несёте людям? Большой минус	76	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b686379453ce31fda16	00027db74b--652c72bea8ebdc7126d24316	00027db74b--652d0b686379453ce31fda16	00027db74b--652d0b686379453ce31fda13	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:36.267	2023-10-16T10:07:56.718	2023-10-16T10:07:56.718	0.0320000000
524	почему ты простое хамло называешь художником?	1	Почему вы называете его художником?	604	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b686379453ce31fda16	00027db74b--652c72bea8ebdc7126d242d9	00027db74b--652d0b686379453ce31fda16	00027db74b--652d0b686379453ce31fda13	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:36.267	2023-10-16T10:07:56.718	2023-10-16T10:07:56.718	0.0320000000
6	в какой сибири.я сибиряк нет тут нечего.автор ублюдок пиздабол.	control	В какой сибири? Я - сибиряк, нет тут ничего. Автор не прав	449	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0b686379453ce31fda16	00027db74b--652c722467632923dd5e676a	00027db74b--652d0b686379453ce31fda16	00027db74b--652d0b686379453ce31fda13	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:36.267	2023-10-16T10:07:56.718	2023-10-16T10:07:56.718	0.0320000000
7	водила молодец при любой скорости попробуй эту дуру останови а родителей этих детей напиздить надо	control	Водитель молодец! Очень тяжело остановить такую большую машину.А родителям урок! Так нельзя!	279	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652c722467632923dd5e676c	00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652d0b7e6a94cb302672d80b	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:58.300	2023-10-16T10:08:23.387	2023-10-16T10:08:23.387	0.0320000000
355	В пизду этого заику, скетчи норм были, сейчас какую то хуйню делает.	1	Ранее творчество автора было немного лучше	170	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652c72bda8ebdc7126d24151	00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652d0b7e6a94cb302672d80b	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:58.300	2023-10-16T10:08:23.387	2023-10-16T10:08:23.387	0.0320000000
143	вот дебилы, не воссоздай себе кумира, тем более чинушу.	1	Не сотвори себе кумира, тем более  чиновника	727	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652c72bba8ebdc7126d23f82	00027db74b--652d0b7e6a94cb302672d80e	00027db74b--652d0b7e6a94cb302672d80b	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:07:58.300	2023-10-16T10:08:23.387	2023-10-16T10:08:23.387	0.0320000000
573	адми ты наверное долбоёб- каемамочки, блять это же дети	1	адми ты наверное неправ - каемамочки, это же дети	872	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652c72bea8ebdc7126d24343	00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652d0b98a626d76c9dd037c6	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:08:25.010	2023-10-16T10:08:59.240	2023-10-16T10:08:59.240	0.0320000000
527	дебил.лучше бы в баню с женою сходил или с девушкой жаркой	1	лучше бы в баню с женою сходил или с девушкой жаркой	494	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652c72bea8ebdc7126d242e0	00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652d0b98a626d76c9dd037c6	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:08:25.010	2023-10-16T10:08:59.240	2023-10-16T10:08:59.240	0.0320000000
2	блядин! уходи в манастырь! замаливай грехи, заодно перестанешь трахаться.	control	Уходи в монастырь. Замаливай грехи. Заодно перестанешь заниматься сексом.	120	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652c722467632923dd5e6763	00027db74b--652d0b99a626d76c9dd037cc	00027db74b--652d0b98a626d76c9dd037c6	e30af2e482e0f7a4cffe52fbd9f8f74b	APPROVED	2023-10-16T10:08:25.010	2023-10-16T10:08:59.240	2023-10-16T10:08:59.240	0.0320000000
5	бредятину прекратите черкать, деньги нужно заработать, а про беду вообще заткнитесь , психи	control	Прекратить глупости писать. Деньги надо заработать. А про беду не говорите	968	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652c722467632923dd5e6767	00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652d0c94a8ebdc7126f4776e	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:12:36.282	2023-10-16T10:14:02.553	2023-10-16T10:14:02.553	0.0300000000
193	на хуй он нужен дровалет	1	Зачем он нужен	108	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652c72bba8ebdc7126d23feb	00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652d0c94a8ebdc7126f4776e	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:12:36.282	2023-10-16T10:14:02.553	2023-10-16T10:14:02.553	0.0300000000
502	ты че так отзывешься. пидор что ли	1	Ты чего так отзываешься?	576	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652c72bea8ebdc7126d242a8	00027db74b--652d0c94a8ebdc7126f47776	00027db74b--652d0c94a8ebdc7126f4776e	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:12:36.282	2023-10-16T10:14:02.553	2023-10-16T10:14:02.553	0.0300000000
395	это что за пидораст мужики на уху рыбы поймать не могут	1	Это что за чудак, мужики на уху рыбы поймать не могут	4	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652c72bda8ebdc7126d241a3	00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652d0cf5b96e923dda57b98b	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:14:13.326	2023-10-16T10:15:23.353	2023-10-16T10:15:23.353	0.0300000000
221	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	1	До сих пор шрам на лбу от столба, понаставят на тратуарах!	586	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652c72bca8ebdc7126d24030	00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652d0cf5b96e923dda57b98b	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:14:13.326	2023-10-16T10:15:23.353	2023-10-16T10:15:23.353	0.0300000000
9	все бухают, но не все же пидарасы!?!?	control	Все пьют, но не все же плохие	746	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652c722467632923dd5e6770	00027db74b--652d0cf5b96e923dda57b98e	00027db74b--652d0cf5b96e923dda57b98b	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:14:13.326	2023-10-16T10:15:23.353	2023-10-16T10:15:23.353	0.0300000000
70	я тебя за 10 рублей в сраку трахал и ты у меня хуй сосала.	1	у нас был анальный секс за 10 рублей и ты делала минет	481	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652c72baa8ebdc7126d23ec6	00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652d0d3ce013ff63cf0f1d47	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:15:25.033	2023-10-16T10:17:28.721	2023-10-16T10:17:28.721	0.0300000000
25	все бухают, но не все же пидарасы!?!?	control	Все пьют но не все же неформалы	610	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652c722467632923dd5e6798	00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652d0d3ce013ff63cf0f1d47	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:15:25.033	2023-10-16T10:17:28.721	2023-10-16T10:17:28.721	0.0300000000
551	да он сука здоровый как тварь . и самое главное, что бог его не наказывает.	1	да он здоровый  . и самое главное, что бог его не наказывает.	111	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652c72bea8ebdc7126d24314	00027db74b--652d0d3de013ff63cf0f1d4b	00027db74b--652d0d3ce013ff63cf0f1d47	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:15:25.033	2023-10-16T10:17:28.721	2023-10-16T10:17:28.721	0.0300000000
552	я не понял? так они что блядь герои чтоли?че за херню вы пихаете людям?большой минус	1	Я не понял? Так они что герои что-ли? Че за фигню вы несёте людям? Большой минус	76	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652c72bea8ebdc7126d24316	00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652d0dbd69e9c13d5543aa25	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:17:33.434	2023-10-16T10:19:13.288	2023-10-16T10:19:13.288	0.0300000000
589	ярославичи у вас завелась свинья. которая вас позорит	1	ярославичи,вас кто-то позорит	539	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652c72bea8ebdc7126d24366	00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652d0dbd69e9c13d5543aa25	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:17:33.434	2023-10-16T10:19:13.288	2023-10-16T10:19:13.288	0.0300000000
26	все бухают, но не все же пидарасы!?!?	control	все пьют, но не все же гомосексуалисты	438	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652c722467632923dd5e679a	00027db74b--652d0dbd69e9c13d5543aa2c	00027db74b--652d0dbd69e9c13d5543aa25	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:17:33.434	2023-10-16T10:19:13.288	2023-10-16T10:19:13.288	0.0300000000
524	почему ты простое хамло называешь художником?	1	Почему вы называете его художником?	604	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652c72bea8ebdc7126d242d9	00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652d0e22a626d76c9dd0d2b5	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:19:15.100	2023-10-16T10:20:34.667	2023-10-16T10:20:34.667	0.0300000000
41	пёсик ахуел,надож кто-то её ебёт...	control	Пёсик уехал	568	false	false			https://platform.toloka.ai/task/41793355/00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652c722467632923dd5e67bc	00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652d0e22a626d76c9dd0d2b5	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:19:15.100	2023-10-16T10:20:34.667	2023-10-16T10:20:34.667	0.0300000000
355	В пизду этого заику, скетчи норм были, сейчас какую то хуйню делает.	1	Ранее творчество автора было немного лучше	170	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652c72bda8ebdc7126d24151	00027db74b--652d0e23a626d76c9dd0d2bb	00027db74b--652d0e22a626d76c9dd0d2b5	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:19:15.100	2023-10-16T10:20:34.667	2023-10-16T10:20:34.667	0.0300000000
476	ну и хуйня дешевая.лучше блять с детьми мульт смотреть лунтика)))	1	Ну и ерунда дешевая лучше с детьми мульт смотреть лунтика	411	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652c72bda8ebdc7126d24268	00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652d0e74fd53d71b2199fc7f	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:20:36.431	2023-10-16T10:21:45.449	2023-10-16T10:21:45.449	0.0300000000
143	вот дебилы, не воссоздай себе кумира, тем более чинушу.	1	Не сотвори себе кумира, тем более  чиновника	727	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652c72bba8ebdc7126d23f82	00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652d0e74fd53d71b2199fc7f	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:20:36.431	2023-10-16T10:21:45.449	2023-10-16T10:21:45.449	0.0300000000
6	в какой сибири.я сибиряк нет тут нечего.автор ублюдок пиздабол.	control	В какой сибири? Я - сибиряк, нет тут ничего. Автор не прав	449	true	true			https://platform.toloka.ai/task/41793355/00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652c722467632923dd5e676a	00027db74b--652d0e74fd53d71b2199fc81	00027db74b--652d0e74fd53d71b2199fc7f	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:20:36.431	2023-10-16T10:21:45.449	2023-10-16T10:21:45.449	0.0300000000
790	Так пендосия и израель только силой завоеванное признают, какие-то рифирендумы-шмифирендумы им неизвестны.	1	Так америка и израель только силой завоеванное признают, какие-то рифирендумы-шмифирендумы им неизвестны	543	true				https://platform.toloka.ai/task/41793355/00027db74b--652d0ebda626d76c9dd0f0f4	00027db74b--652c72c0a8ebdc7126d24563	00027db74b--652d0ebda626d76c9dd0f0f4	00027db74b--652d0ebda626d76c9dd0f0f1	003a2d977f8f7d89b1b002c70c3b6690	APPROVED	2023-10-16T10:21:49.094	2023-10-16T10:23:10.019	2023-10-16T10:23:10.019	0.0300000000
